카테고리,키워드,질문
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"창립기념일에 저희회사는 유급휴일을 주심다는데
이번 창립기념일이 저희가 쉬는날이거든요
일을 안하는 휴무에도 유급휴일을 주나요?"
안부 일상 대화,기념일,
안부 일상 대화,기념일,"안녕하세요 중학교2학년과 초등학교 6학년인 학생입니다 2주 반쯤 뒤면 부모님 결혼기념일인데요 돈은 5~6만원까지는 생각하고 있어요 그날 부모님께서 중요한 약속이 있어 영화표나 부모님이 현장에 가야하는 선물은 못드리구요
선물로 드리고 싶은데 남들이 많이 하는 꽃다발 케이크보다는 좀 더 신박하고 좋아하실것 같은 것을 선물로 하고싶습니다 편지는 당연히 쓸거에용ㅇ 각각 드릴거 아닙니다ㅏ~~"
안부 일상 대화,기념일,
안부 일상 대화,기념일,부모님 결혼 기념일때 케이크같은 기념적인 음식을 만들어 드리고 싶어용.. 에어프라이기 혹은 전자레인지로 만들 수 있는 쉽지만 인상에 퐉 남는 음식 추천해주세요 참고로 저는 초등학생입니다
안부 일상 대화,기념일,
안부 일상 대화,기념일,"안녕하세요. 중1 학생입니다. 당장 7월 3일이 부모님 결혼기념일이라서 선물을 뭐 사드릴까 고민을 많이 하고 있어요. 동생이라는 놈이 케이크를 몰래 사자고 했는데 갑자기 엄마한테 70,000원 케이크 에바잖아!! 이러면서 소리를 지르는데. 그래서 케이크는 우선 에바고요 동생이랑 같이 구매는 어려울 거 같아서 최대 배송비 합해서 35,000원 정도 하는 선물 없을까요? 부모님은 감성보단 실용성을 중요시하긴 하는데 요번만큼은 좀 감동하시면 좋겠다? 이런 느낌이고요. 막 그냥 드리려는 마음 때문에 감동받으실거다 편지만 써라 이러시면 내공 못 드립니다. 부모님 두 분다 30대 후반이시고요 그점 생각해주세요."
안부 일상 대화,기념일,"안녕하세요 내일부모님 결혼기념일인데 무엇을 해드릴까요?
참고로 저는 초등학교4학년이구 초등학교6년인 언니가 있어요 초등학생이라서 비싼건 못해드리고 정성이 담기고 좀 쓸모있는것 없을까요?(편지×) 급해요ㅕㅛㅛㅛ! 빠른 정보 부탁드려요!!"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,안녕하세요 저는 15살 중학생입니다! 30일에 결혼기념일이어서 서물 좀 추천 해주세요. 용돈을 많이 안 받아서 돈이 만원대에서 이만원으로 생각중입니다 ㅜ
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"고양이의 날, 햄버거의 날 같은
달력에 쓰여있지 않은 기념일 알려주세요"
안부 일상 대화,기념일,
안부 일상 대화,기념일,"안녕하세요!! 저는 초등학교 5학년 여학생인데요, 내일 저의 엄마아빠 결혼기념일이여서 선물을 해 드리고 싶은데 혹시 선물 추천 해 주실 분 없으실까요? 두분 다 50대이시고, 너무 비싸지 않은 걸로 추천해주세요❤️❤️ 바로 내일이여서 너무 급합니다ㅜㅜ!!!"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"제가 17년 5월에 결혼해서 올해 6년차 되는데 담주 토욜이 기념일인데 당일로 여행 다녀올만한데가 있을까요? 아님 괜찮은 맛집이나요
선물은 뭐가 괜찮을지도 모르겠구요

제 거주지는 경기도 수원입니다

이런거 결정해야할때가 참 힘들어요 ㅜㅜ"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"오늘 애인과 1년째 되는날입니다.
근데 작년 5월13일에 사귀었는데 디데이에는 하루 전인 12일..오늘이 365일째라고 뜨네요
물론 차이가 날수야 있다는건 알지만 그 과정이 자세하게 궁금해서 한번 올려봅니다
디데이 기준으로 기념일을 챙겨야할지 어째야할지 고민입니다"
안부 일상 대화,기념일,
안부 일상 대화,기념일,제가 크리스마스 이브가 600일 인데 무슨 선물을 줘야 할 지 모르겠어요 ㅠㅠ 그래도 이왕이면 기념일에만 줄 수 있는 특별한 선물이면 좋겠는데 어떤 선물을 주면 좋을까요..
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"안녕하세요 곧 있으면 결혼기념일이라 10주년결혼기념일선물로
5부다이아목걸이 고민중에있어요 여러개 찾아보니 150~300정도면
종로에서 충분히 준비가 가능하더라고요 괜찮은곳 소개해주세요
몇군데 둘러볼 예정이라 유명한곳이나
몇번 가봤는데 괜찮다 싶은곳 알려주시면 도움될것 같아요."
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,결혼기념일에 선물 뭘 드리는 게 좋을까요?
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"안녕하세요! 현재 부모님은 결혼하신지 17년차가 되셨는데
결혼기념일 선물때문에 고민이예요!
특별한걸 해드리고싶은데 부모님은 너무 높은금액의 선물은 부담스러워하셔서.. 제가 제빵에 소질이있는것도아니어서 뭘만들기도 좀 그렇고 전에는 꽃다발 2~3만원정도로 선물해드렸는데
요즘 편지지손수 이쁘게만들어서 이벤트식으로 해드리고싶어서
유튜브나 틱톡에서 많이 찾아보고있어요!
이런 편지지같은거 만들어서드려도 부모님이 좋아하실까요!?"
안부 일상 대화,기념일,
안부 일상 대화,기념일,고등학생인데 이번에 부모님 결혼 기념일이라 선물을 살려고 하는데 어떤걸 사면 좋을까요 케이크는 살거고 편지나 꽃이나 용돈 말고 다른 좋은게 뭐가 있을까요… 용돈은 제가 학생이라 돈을 버는게 아니고 용돈을 받는 거니까 드리기 그렇네요. 돈은 케이크 빼고 10만원 조금 넘게 쓸려고 하는데 선물 추천 좀 해주세요.
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"결혼기념일선물 뭐가괜찮을까요
곧 있으면 결혼기념일이라 10주년 결혼기념일선물로
5부다이아목걸이 선물할까 생각중입니다
찾아보니150~300이면 종로쪽에서 준비가 가능한것 같은데
괜찮은곳 좀 추천해주세요
두 세군데 가볼 예정이긴 한데 유명한 곳이나
가본 곳 중 괜찮다 싶은곳 알려주시면 큰 도움이 될것 같습니다
결혼기념일선물 정보주세요 "
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,올해 미국 독립기념일 행사 하는게 뭐 있는지 알 수 있는 사이트 같은게 있다면... 여기를 눌러 보면 그 방법으로 나오는것을 볼수 있고 각 지역마다 독립...
안부 일상 대화,기념일,
안부 일상 대화,기념일,"부모님 결혼기념일 선물 추천 좀 해주세요ㅠㅠ

예산은 대충 10만원 정도 모았는데...
향수 이런건 별로 안 좋아하시고...
어떤게 좋을까요....
추천 좀 해주세요ㅠㅠㅠ"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,결혼기념일 선물 뭘 해드려야 할까요?ㅜㅜ 용돈이 35000원 정도 밖에 없어서ㅜㅜ
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"안녕하세요 저는 17살 고1이구여 저희 부모님은 40대 중후반 되십니다. 일요일이 저희 부모님 결혼기념일이시고, 월요일은 어버이날이여서 한번에 해드리려고 하는데여 어떤 선물을 드려야 적당할까요? 동생이랑 돈 합쳐서 살거라 대충 10만원 내외로 생각하고있습니다."
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"부모님 기념일 선물로 꽃다발을 드릴려고 하는데 괜찮은가요?
또 20000~30000원정도로 생각하고 있는데 그정도 되는 꽃은 얼만큼하는지 사진이나 송이로 알려주세요"
안부 일상 대화,기념일,곧 부모님 결혼기념일입니다 선물을 뭐 드려야 할까요 주변에 마땅한게 없네요
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"부모님 결혼 기념일 식당 추천해주세요!!(서울,인천)

한식집인데 좀 고급지고 방으로 되어있는 식당이면 좋겠어요!!

좀 비싸도 되니까 정말 맛있는 곳 추천 부탁드립니다…ㅠㅠ"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,올해 미국 독립기념일 행사 하는게 뭐 있는지 알 수 있는 사이트 같은게 있다면... 여기를 눌러 보면 그 방법으로 나오는것을 볼수 있고 각 지역마다 독립...
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"저희 부모님이 이번주 토요일이 결혼기념일이신데 강원도 안에 놀러갈 만한 색다른 곳 없을까요? (바다, 커피거리 이런거 말구요) ~"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,16살 23년도에 17살 올라가는 남학생입니다. 부모님 결혼기념일을 맞아 선물을 준비하고자 하는데 편지와 함께드리면 좋을 선물 추천해주실 수 있으신가요 두분께 다 드리고 싶고 돈은 20만원 +-5 생각중입니다. ak백화점이나 쿠팡 등에서 구매 하려 합니다. 다른 곳에서 더 좋은게 있으면 추천해주세용
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,신박한 결혼기념일 선물 머가 있을까요???
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,뭔가 애너지 절약? 그런느낌으로 이 날은 전기 안쓰기? 이런 기념일이였는대 알려쥬새요
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"200일에 다들 어느정도 가격선에서 선물하시나요..?
남자친구는 삼만얼마 정도 썻다그러는데 약간 서운하더라구요,,
뭔가 성의 없어보이기도 하고,, 제가 예민한건지 ㅠㅠ
그리고 기념일 다들 100.200.300 쭉쭉 다 챙기시는지
챙긴다면 선물도 항상 주는지 궁금합니다,,
답변 많이 부탁드려요ㅠㅠ"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"조금 있으면 부모님 결혼기념일인데 학생이라 돈이 별로 없어서16만원이하 선물 찾아보고 있는데요 아빠는 시계, 엄마는 목걸이나 반지로 보고 있었어요 근데 다 너무 비싸기도 하고...또 공식홈페이지가 아닌데는 너무싸서 정품이 맞는지 의심되기도 해서...ㅠㅠ 조금 '이런 선물 받으거라고 생각 못했다!'라는 선물 없을까요???"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,제목만 보고 굳이 남자친구 부모님 결혼기념일까지 챙기냐 하실 수 있는 데 남자친구가 지금 군대에 가있는 상황이고ㅠ 남자친구네 부모님 결혼 기념일과 제 생일이 같은 날인데 제 생일 선물을 챙겨주시려고 하시거든요..! 그래서 결혼기념일 선물을 드리려고 하는 데 어떤게 마땅할 지 몰라서 여쭤봅니다!
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"부모님이 14주년 결혼기념일에 음식을 해드리려 합니다.
초5와 중1이 만들기 쉽고 부모님이 좋아하실만한 음식 좀 추천해주세요. 그리고 저희 부모님 결혼기념일은 3월1일입니다"
안부 일상 대화,기념일,
안부 일상 대화,기념일,"안녕하세요. 초6 여학생입니다.
6월 6일이 부모님 결혼 13주년 기념일 인데요.
약 3,0000 정도 있는데
이 돈으로 어떤 결혼 기념일 선물 해드릴 수 있을까요??
추천 부탁드려요~"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"조만간 엄마아빠 결혼기념일인데 엄마아빠결혼기념일선물로 뭐가 좋을지 도무지 감이 안오네요
상품권 드리면 너무 정없어 보이기도 하고 엄마아빠가 점점 나이 들어가면서 활력이 점점
없어지는게 눈에 보여서 엄마아빠결혼기념일선물로 영양제 쪽으로 알아보고 있긴해요
근데 문제가 어떤 영양제를 주로 챙겨드셔야 하는지 잘 몰라서요
선물로 드렸을 때 좋아하시고 정말 꼭 필요한 영양제 아시는 분 추천 좀 부탁드려요
아 그리고 제가 아직 대학생이고 알바비 모은 돈으로 사드리는 거라 너무 비싸지 않은
선물로 추천 좀 부탁드립니다"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,결혼 기념일에는 보통 뭘 선물해드리면 좋아하시나요?
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,오늘 부모님 결혼기념일이라 선물을 하려고 하는데 15000원대 선물 드릴만한게 없을까요?
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"곧 있으면 부모님 결혼기념일인데 아직 선물 준비를 못했어요.동생이랑 같이 준비하는데 저 보다 동생이 용돈을 적게 받아서
둘이 합쳐서 4~5만원 사이 선물로 추천해주세요
선물은 마음이 중요하지만 너무 싼 선물만 해드린것 같아서
이번에는 뜻 깊은 선물을 해주고 싶어요
최대한 제작 혹은 추천 부탁드려요"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,인스타 같은데 처음 만난날짜랑 결혼날짜랑 다 기록을 해났어도 결혼했으면 대부분 결혼기념일만 챙기게 되나요?
안부 일상 대화,기념일,"안녕하세요! 
조금 있으면 저희 부모님 결혼 기념일인데 요리 해드릴 생각입니당. 
제가 혼자서 요리를 많이 안해봐서 (21살이에요) 어떤걸 해드려야 할지 잘 모르겠어서 질문 남깁니다 ㅠㅠ 
딱히 가리는 음식은 없으신데, 엄마는 고기 종류는 별로 안좋아하세요. 
어려운 거여도 재료만 쉽게 구할수 있는거면 괜찮습니다! 추천 감사합니다아 "
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"보살같던 아내가 저 퇴근하고 애들이랑 놀고있더니
오늘 일많나봐? 해서 프로젝트 들어가서 일 더해야되
했는데 느낌이 싸해서
오늘이 무슨날이냐 물어보길래 10원 17일 화요일
말했더니 일하고 알아서 작은방서 자
하고 들어갔는데 애들도 자러가고
뭔가 했더만 오늘 말 한마디도 안걸고 맞벌이긴한데 애들 어린이집 케어만하고 출근
애들이야 어리니까 저도 영문을 몰라서 보니 결혼기념일
말을해주던지
연애를 5년하고 결혼이 7년차입니다
아이고 말했으면 소고기라도 먹으러가지 고기라면 좋아죽는데
바빠가지고 날짜를 지났네요
지금 날도 선선한데 벌써 겨울온거같이 냉랭해가지고
옷이라도 하나 사줄까 했는데 됐어 피곤해 하고
좀 다가가니 귀찮다고 가서 놀던 술먹던 만지지말라고
그냥 냅두면되나요
화좀 난거같은데"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,저는 16살이고 동생은 13살입니다. 동생은 3-4만원정도까지(용돈을 안받아요) 저는 5-10만원까지 생각중이에요 이번주(월요일부터 시작점인 기준)에 부모님 결혼기념일이 있는데 무슨 선물을 드려야할까요? 두분다 케이크를 안좋아하십니다. 두분 생일때 케이크 살돈으로 더 맛잇는 밥을 먹으러가는 정도고 저희 생일 케이크도 1조각을 두분이 나눠먹는정도입니다. 지금 계획으로는 돈다발을 만들어 드리는건데 꽃다발을 하나 사서(작은걸로 꽃 6개정도 들어있는거) 만원짜리 6개로 꽃을 감싼다음 나머지로 잎파리처럼 만들어서 드리고싶은데요 엄마한테 장난식으로 뭐햐줄까 이러니 용돈이 좋다고 하시더라고요 그래서 꽃과 돈을 동시에 드리는 방법을 택했는데 또 뭐해드리면 좋을까요? 꽃다발은 15000원이고 6만원+4~5만원정도로 잎을 만들면 3~4만원정도가 남는데 뭐해드리면 좋을까요?
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,올해 미국 독립기념일 행사 하는게 뭐 있는지 알 수 있는 사이트 같은게 있다면... 여기를 눌러 보면 그 방법으로 나오는것을 볼수 있고 각 지역마다 독립...
안부 일상 대화,기념일,
안부 일상 대화,기념일,"중학생이고 시험 끝나고 얼마 안 있으면 엄마 아빠 결혼기념일이신데 뭐 해드릴까요
예전에는 케이크 사서 세팅해놓고 그랬는데 너무 많이 해서.."
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,연애때는 사귄기념일을 챙기고 결혼하고 나면 결혼 기념일만 챙기는 경우가 많나요?
안부 일상 대화,기념일,
안부 일상 대화,기념일,"며칠 있으면 부모님 결혼기념일인데 매일 같은것만 드리는것 같아 뭐가 좋을 지 고민이에요ㅜㅠ
초등학생이고, 용돈도 별로 안받는 편이라 돈은 별로 없어요..
간단하고 예쁜 거 없을까요..?"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"곧 엄마아빠 결혼기념일인데 선물 추천좀 해쥬세요
엄마아빠 각각 10만원대 정도로 생각중입니당"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"제주도 기념일 호텔 분위기좋은곳 궁금해요.
몇군데 찾아보긴 했는데 
신라호텔은 서귀포시라 제주시에서 묵고 싶어가지고
그랜드하얏트제주가 괜찮아 보이는데 
제주도 기념일 호텔 분위기좋은곳으로 그랜드하얏트 어떤가요??
직접 기념일에 다녀와보신분 있다면 궁금하네요~ 여자친구가
좋아할지..^^
건물이 엄청 높아서 밤에내려다보는 뷰가대박이라고 하던데
딱히 단점이나 안좋은점들 없다면 제주도 기념일 호텔 분위기좋은곳으로
그랜드하얏트에서 묵는게 나을까요?? 서귀포시 말고 제주시만 추천해주세요!"
안부 일상 대화,기념일,
안부 일상 대화,기념일,수원 영신여자고등학교 개교기념일에 며칠인가요 등교는 하죠?
안부 일상 대화,기념일,
안부 일상 대화,기념일,안녕하세요 결혼 기념일 날짜 확인 할 방법이 있나요 ?? 방법이 있다면 어디서 확인 하나요?? 아님 동사무소 가서 직접 떼야 되나요??
안부 일상 대화,기념일,"현재 중2인 여학생인데요
곧 부모님 결혼기념일이라 오빠랑 돈 모아서
케이크하고 선물 해드릴려고 하는데
뭐가 좋을까요? 가격은 최대3~5만원 정도면 좋겠어요"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,발렌타인데이에 엄빠 결혼기념일이라 뭘 선물해드리고 싶은데 추천 좀 해주세요
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"결혼기념일 선물 뭘해줘야할지 모르겠어요

결혼기념일 선물 요새는 뭐해주나요

와이프에게 결혼기념일 선물을 한번도 해준적이 없어서
고맙고 미안한 와이프게 이번에는 제대로 챙겨주고 싶네요

결혼하고 나서 애기 키우랴 저 뒷바라지 하랴 하고싶은것도
하지못하고 저를 위해서 열심히 산 아내를 위한

결혼기념일 선물 추천좀 부탁드리겠습니다

가방은 준비했구요 ㅎ 마음을 전달한 예쁜 무언갈 해주고 싶습니다"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,이번년도로 14살 / 사실 저희 부모님 결혼기념일은 10월달 이긴한데 돈 모아서 좋은거 사드리고 싶어요 제가 옛날에 정신건강이 좋지 않아서 3달 동안 상담사 선생님과 상담 받으러 다닐때 계속 의지해주시면서 얘기들어주시고 정말 지금 생각해도 너무 감사하다고 생각해요 아버지는 50대 초 어머니는 48세신데 각각 무슨 선물이 좋을까요 ? 편지나 행동도 하겠지만 물질적인 선물도 너무 해드리고 싶은데 요즘 건강 걱정도 있으시니 홍삼같은걸 사다 드릴까요?..
안부 일상 대화,기념일,"전 15살이고, 제 여동생은 12살인데요.
이번주 금요일이 부모님 결혼기념일이어서 의미있는 선물을 해달라는 심오한 말씀을 하셨는데
너무 어려워서 무엇을 선물해드려야 할지 모르겠어요.
가격은 5~6만원 이하면 좋겠는데 무슨 종류의 선물을 해주면 좋을지만 알려주세요."
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,올해 미국 독립기념일 행사 하는게 뭐 있는지 알 수 있는 사이트 같은게 있다면... 여기를 눌러 보면 그 방법으로 나오는것을 볼수 있고 각 지역마다 독립...
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"안녕하세요 중학생입니다
부모님께 19주면 결혼기념일 선물해드리려고 했는데 60,000원 이하로 좋은 선물들 여러가지 추천해주시면 감사하겠습니다 내공 30겁니당
참고로 결혼기념일이 3월달이라 여유롭습니다 .ᐟ"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,결혼기념일 선물로 이솝이나 록시땅에서 사드리려고 합니다. 가격은 2만 5천원 이하까지입니다!
안부 일상 대화,기념일,
안부 일상 대화,기념일,"중학생인데 부모님 생신 때, 결혼기념일에
무슨 선물을 드릴지 추천해주세요.
2만원 안으로 추천해주세요."
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,중 1인 여학생인데요 부모님 결혼기념일이 11월 10일 이신데 6만원 정도로 정말 알차게 부모님 결혼기념일 선물을 드리고 싶은데 어떤 선물이 좋을까요ㅜ 추천좀 해주세요 제가 저녁 7시 쯤에 학원 끝나서 7:30 쯤에 집에 오는데 뭐 학원 갔다가 근처 시내에서 살만한거 추천좀 해주세요!! 부모님은 40대 초반이셔요
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"아내랑 애들 빼고
.기념일 식사랑 바람쐬고 싶은데

검색도 쉽지않고 가고자 말하는곳은 다싫다거나 답을
안해서 원하는 뭔가를 제시못하는거 같아요
식사하고 가고자하고 주고자는게 어떠한것이 있을지
지식님들 의견이 궁금합니다
저녘6시부터는 이동가능하게 퇴근할것 입니다"
안부 일상 대화,기념일,
안부 일상 대화,기념일,"푸른 하늘의 날, 세계 바다의 날, 국제 고래상어의 날, 핵 실험 국제 반대의 날, 국제 원주민의 날, 세계 고양이의 날 같이 잘 모르는? 기념일들 다 알려주세요."
안부 일상 대화,기념일,"결혼기념일 2월달쯤여서 의류나 다른걸 사드리고 싶은데 부모님 두분한테 20만원정도로 뭘드릴수있을까요? 이왕이면 옷이면 디스커버리옷이나NB쪽으로,,"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"글이 많이 길어요..

저는 24 남자친구는 27입니다.
연애 초반에 기념일 자잘한거 챙기지 말자는건 오케이하고 넘어갔었어요 100일이고 200일이고..
큰거 생일이나 1주년 2주년 같은 굵직굵직한건 챙길 의향으로 받아들였던건데 남자친구 입장에선 기념일을 아예 안챙길생각이었나봐요.

당장 다음주가 1주년이라 혼자 그래도 맞춤 케잌 도안도 정하고, 반지공방도 알아보고 예약하고, 음식점도 알아보고 있었어요. 당연히 저 혼자 알아보고 한거라 제가 부담하는거구요.
안그래도 집착하는거 싫어하고 구속받는거 싫어하는 타입이라 그런걸로 많이 다투기도 해서 커플링하면 부담스러워할거같긴해도 커플템이라곤 제가 해준 후드티 하나뿐이라 예전에 유광은 싫어한대서 무광으로라도 커플링 맞추고 싶었거든요.

심지어 직접 만들면 의미도 있고 시간도 잘 가고 하니까 실내데이트 좋아하는 남자친구도 괜찮을거 같았고..
가만 생각해보니까 너무 내생각만 하는거 같고 부담스러워하는데 괜히 끌고 가는건 아닌가 싶어서 평소처럼 그냥 데이트할까 하고 물어봤어요. 통화하면서 공방 예약도 취소하고..

기념일에 만나는것만으로도 의미있다고 생각하는 사람에게 너무 큰걸 바라는걸까요..
작년 10월부터 1주년에 오빠랑 커플링 만들 생각으로 혼자 공방 괜찮은곳 알아보고 디자인 최대한 무난한걸로 찾아보고 한게 너무 허무하고 그래도 남자친구가 부담스러워하는건 싫고..
이사람이랑 계속 연애하면 커플템은 더이상 꿈도 못꿀것같고 그냥 서로의 존재로만 유지되는 커플이 될 것 같고.. 제가 못된 생각 하는거겠죠..?

기념일 아예 안챙기는 분들 계신가요? 헤어지긴 싫고, 그냥 제가 감수하고 이어가야하는 부분일까요..?
조언 좀 부탁드려요.. 제발.."
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"일주 뒤 부모님 결혼기념일인데 어떤 선물이 좋을까요?
꽃, 케익, 현금, 상장, 손편지는 추천하지 말아주세요
아 또 제가 지금까지 드린 선물 중에서는 컵을 가장 마음에 들어 하셨어요"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"여자친구랑 기념일? 그럴때 서로 안챙기고싶은데 뭐라고 해야 할까요.,,? 제가 용돈을 조금 받아 부담이 되서요"
안부 일상 대화,기념일,
안부 일상 대화,기념일,부모님 결혼기념일이 오늘이라서 동생이랑 같이 꽃선물 해드리려고 하는데 꽃집을 혼자 가보는건 처음이기도 해서 좀 두렵거든요....꽃집 사장님께 어떻게 말씀드려야하는지 알려주세요ㅜㅜ
안부 일상 대화,기념일,"고등학생입니다! 형제도 있습니다!
어버이날이랑 두 분 생신때 선물을 제대로 드리지 않아서
이번 결혼기념일에 선물을 드리고자 합니다.
어머니는 스카프나 톰포드\디올 립밤으로 생각하고 있고
아버지는 듀퐁 넥타이나 아버지가 담배를 자주 피우셔서 라이터 선물을 드릴까 고민중입니다.
각각 어떤게 더 나은가요?
케이크는 유명 베이커리가 나을까요 아님
레터링 케이크가 나을까요?"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,"부모님이 작년 결혼기념일날 18주년이셨는데
이번년도 결혼기념일은 19주년이 맞는거죠? 부모님이 자꾸
얘기 하실때 20주년이라고 하셔서..ㅠ 몰래 주문제작 케이크 하는거라 물어보지도 못 해요"
안부 일상 대화,기념일,
안부 일상 대화,기념일,"곧 엄마아빠 결혼기념일인데 선물 추천좀 해쥬세요
엄마아빠 각각 10만원대 정도로 생각중입니당"
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
안부 일상 대화,기념일,
